Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_9468	B07	20692299	20692450	+	152	25	5	0
Interval_9469	B07	21143531	21143643	+	113	31	14	0
Interval_9470	B07	21144139	21144279	+	141	27	12	0
Interval_9471	B07	21164467	21164627	+	161	23	13	0
Interval_9472	B07	21371607	21371712	+	106	28	23	0
Interval_9473	B07	21373780	21373889	+	110	20	18	0
Interval_9474	B07	21506925	21507100	+	176	38	23	0
Interval_9475	B07	21537178	21537368	+	191	61	21	0
Interval_9476	B07	21537561	21537672	+	112	12	5	0
Interval_9477	B07	21583100	21583211	+	112	17	2	0
Interval_9478	B07	21624275	21624385	+	111	19	3	0
Interval_9479	B07	21636799	21637024	+	226	73	9	0
Interval_9480	B07	21646961	21647146	+	186	49	22	0
Interval_9481	B07	21648655	21648752	+	98	26	5	0
Interval_9482	B07	21768479	21768653	+	175	48	0	0
Interval_9483	B07	21784535	21784635	+	101	21	0	0
Interval_9484	B07	21818647	21818816	+	170	40	6	0
Interval_9485	B07	21819030	21819150	+	121	17	1	0
Interval_9486	B07	21834526	21834643	+	118	24	11	0
Interval_9487	B07	22104916	22105067	+	152	29	13	0
Interval_9488	B07	22133099	22133242	+	144	26	9	0
Interval_9489	B07	22319641	22319763	+	123	32	14	0
Interval_9490	B07	22558773	22558900	+	128	20	6	0
Interval_9491	B07	22559472	22559585	+	114	14	2	0
Interval_9492	B07	22579535	22579754	+	220	39	1	0
Interval_9493	B07	22849266	22849365	+	100	19	0	0
Interval_9494	B07	22885207	22885334	+	128	21	19	0
Interval_9495	B07	22981616	22981734	+	119	23	12	0
Interval_9496	B07	23053762	23053860	+	99	23	11	0
Interval_9497	B07	23217856	23217981	+	126	33	6	0
Interval_9498	B07	23598072	23598266	+	195	29	10	0
Interval_9499	B07	23626522	23626672	+	151	23	16	0
Interval_9500	B07	23986631	23986779	+	149	21	0	0
Interval_9501	B07	24103896	24104017	+	122	26	12	0
Interval_9502	B07	24158158	24158433	+	276	97	92	0
Interval_9503	B07	24364912	24365018	+	107	16	8	0
Interval_9504	B07	24515231	24515362	+	132	23	11	0
Interval_9505	B07	24523671	24523783	+	113	24	8	0
Interval_9506	B07	24814919	24815050	+	132	40	10	0
Interval_9507	B07	24819256	24819402	+	147	39	0	0
Interval_9508	B07	25024385	25024483	+	99	22	12	0
Interval_9509	B07	25031116	25031213	+	98	20	9	0
Interval_9510	B07	25032972	25033272	+	301	89	46	0
Interval_9511	B07	25938902	25939062	+	161	34	1	0
Interval_9512	B07	26213299	26213433	+	135	25	0	0
Interval_9513	B07	26616842	26617056	+	215	78	35	0
Interval_9514	B07	26747501	26747598	+	98	12	0	0
Interval_9515	B07	26848844	26849002	+	159	44	0	0
Interval_9516	B07	26909504	26909640	+	137	30	15	0
Interval_9517	B07	27106140	27106291	+	152	44	17	0
Interval_9518	B07	27661502	27661612	+	111	10	1	0
Interval_9519	B07	27712749	27712861	+	113	13	7	0
Interval_9520	B07	28362627	28362797	+	171	32	13	0
Interval_9521	B07	28464095	28464263	+	169	37	0	0
Interval_9522	B07	28553520	28553686	+	167	46	30	0
Interval_9523	B07	28864173	28864279	+	107	31	7	0
Interval_9524	B07	28867740	28867839	+	100	20	7	0
Interval_9525	B07	28931191	28931309	+	119	23	0	0
Interval_9526	B07	29302040	29302161	+	122	23	0	0
Interval_9527	B07	29310956	29311072	+	117	13	0	0
Interval_9528	B07	29450493	29450593	+	101	30	19	0
Interval_9529	B07	29461642	29461795	+	154	36	11	0
Interval_9530	B07	29767133	29767337	+	205	31	6	0
Interval_9531	B07	29767590	29767712	+	123	23	0	0
Interval_9532	B07	29875225	29875416	+	192	69	43	0
Interval_9533	B07	30164113	30164264	+	152	22	0	0
Interval_9534	B07	30275797	30275983	+	187	32	7	0
Interval_9535	B07	30446256	30446381	+	126	11	0	0
Interval_9536	B07	30925037	30925161	+	125	21	6	0
Interval_9537	B07	31403197	31403342	+	146	25	19	1
Interval_9538	B07	31572863	31573017	+	155	23	0	0
Interval_9539	B07	31594732	31594906	+	175	60	0	0
Interval_9540	B07	31622207	31622307	+	101	22	15	0
Interval_9541	B07	32099903	32100061	+	159	28	0	0
Interval_9542	B07	32681156	32681306	+	151	40	13	0
Interval_9543	B07	32813168	32813312	+	145	37	32	0
Interval_9544	B07	33483782	33483891	+	110	21	9	0
Interval_9545	B07	33875061	33875201	+	141	43	23	0
Interval_9546	B07	33918833	33918931	+	99	19	11	0
Interval_9547	B07	33979306	33979403	+	98	23	0	0
Interval_9548	B07	34238576	34238685	+	110	16	13	0
Interval_9549	B07	34396117	34396242	+	126	26	25	0
Interval_9550	B07	34444852	34445102	+	251	129	64	0
Interval_9551	B07	34485395	34485575	+	181	71	59	0
Interval_9552	B07	34649281	34649390	+	110	26	0	0
Interval_9553	B07	34719999	34720121	+	123	12	5	0
Interval_9554	B07	34720263	34720531	+	269	112	0	0
Interval_9555	B07	34756297	34756600	+	304	41	2	0
Interval_9556	B07	34944236	34944333	+	98	14	0	0
Interval_9557	B07	35152493	35152601	+	109	26	0	0
Interval_9558	B07	35649140	35649259	+	120	29	0	0
Interval_9559	B07	35649500	35649604	+	105	21	0	0
Interval_9560	B07	35704548	35704686	+	139	33	12	0
Interval_9561	B07	35709949	35710060	+	112	23	5	0
Interval_9562	B07	36259525	36259746	+	222	52	0	0
Interval_9563	B07	36260329	36260442	+	114	24	0	0
Interval_9564	B07	36310335	36310441	+	107	31	17	0
Interval_9565	B07	36400012	36400191	+	180	58	36	0
Interval_9566	B07	36453399	36453567	+	169	26	0	0
Interval_9567	B07	36903661	36903805	+	145	30	6	0
Interval_9568	B07	36976527	36976634	+	108	26	18	0
Interval_9569	B07	37008620	37008717	+	98	13	12	0
Interval_9570	B07	37514870	37514987	+	118	33	8	0
Interval_9571	B07	37527852	37527992	+	141	40	0	0
Interval_9572	B07	37787956	37788116	+	161	32	9	0
Interval_9573	B07	37790729	37790897	+	169	26	9	0
Interval_9574	B07	37980948	37981101	+	154	38	0	0
Interval_9575	B07	38044314	38044411	+	98	12	1	0
Interval_9576	B07	38044887	38045008	+	122	20	0	0
Interval_9577	B07	38115988	38116109	+	122	21	0	0
Interval_9578	B07	38134710	38134820	+	111	22	0	0
Interval_9579	B07	38491167	38491264	+	98	20	4	0
Interval_9580	B07	38542387	38542570	+	184	40	0	0
Interval_9581	B07	38641015	38641152	+	138	18	0	0
Interval_9582	B07	38922593	38922706	+	114	14	0	0
Interval_9583	B07	38950898	38951021	+	124	44	0	0
Interval_9584	B07	39337260	39337470	+	211	26	0	0
Interval_9585	B07	39633629	39633726	+	98	15	0	0
Interval_9586	B07	39635202	39635379	+	178	38	2	0
Interval_9587	B07	39732386	39732523	+	138	43	0	0
Interval_9588	B07	39888748	39888887	+	140	23	0	0
Interval_9589	B07	39889585	39889717	+	133	21	21	0
Interval_9590	B07	39917522	39917696	+	175	53	0	0
Interval_9591	B07	39954692	39954806	+	115	31	0	0
Interval_9592	B07	40056525	40056628	+	104	28	25	0
Interval_9593	B07	40294564	40294672	+	109	21	7	0
Interval_9594	B07	40329452	40329599	+	148	42	10	0
Interval_9595	B07	40422646	40422743	+	98	27	20	0
Interval_9596	B07	40697395	40697544	+	150	46	0	0
Interval_9597	B07	40703296	40703414	+	119	33	10	0
Interval_9598	B07	40775246	40775394	+	149	37	22	0
Interval_9599	B07	40915177	40915432	+	256	68	0	0
Interval_9600	B07	41073231	41073338	+	108	25	4	0
Interval_9601	B07	41112450	41112547	+	98	23	0	0
Interval_9602	B07	41118501	41118645	+	145	61	0	0
Interval_9603	B07	41338268	41338397	+	130	15	13	0
Interval_9604	B07	41467252	41467405	+	154	48	0	0
Interval_9605	B07	41521867	41521977	+	111	32	0	0
Interval_9606	B07	41592036	41592133	+	98	22	0	0
Interval_9607	B07	41765257	41765405	+	149	40	13	0
Interval_9608	B07	41780998	41781106	+	109	17	8	0
Interval_9609	B07	41783047	41783188	+	142	26	25	0
Interval_9610	B07	42141716	42141879	+	164	31	1	0
Interval_9611	B07	42146454	42146559	+	106	31	0	0
Interval_9612	B07	42212577	42212692	+	116	28	0	0
Interval_9613	B07	42574757	42574901	+	145	49	4	0
Interval_9614	B07	42620735	42620878	+	144	38	0	0
Interval_9615	B07	42656999	42657130	+	132	25	0	0
Interval_9616	B07	42657494	42657602	+	109	30	0	0
Interval_9617	B07	43025159	43025314	+	156	39	16	0
Interval_9618	B07	43363497	43363638	+	142	27	0	0
Interval_9619	B07	43650069	43650193	+	125	39	0	0
Interval_9620	B07	43796963	43797333	+	371	118	50	0
Interval_9621	B07	43874363	43874485	+	123	16	0	0
Interval_9622	B07	43982373	43982624	+	252	131	90	0
Interval_9623	B07	44252486	44252587	+	102	16	0	0
Interval_9624	B07	44291945	44292071	+	127	24	4	0
Interval_9625	B07	44475531	44475633	+	103	7	0	0
Interval_9626	B07	44571086	44571274	+	189	37	4	0
Interval_9627	B07	44893554	44893764	+	211	79	9	0
Interval_9628	B07	45113445	45113577	+	133	31	1	0
Interval_9629	B07	45484757	45484888	+	132	22	3	0
Interval_9630	B07	45817901	45818039	+	139	34	0	0
Interval_9631	B07	46303294	46303403	+	110	12	10	0
Interval_9632	B07	46356504	46356704	+	201	48	7	0
Interval_9633	B07	47409044	47409141	+	98	22	2	0
Interval_9634	B07	47764586	47764684	+	99	19	8	0
Interval_9635	B07	47879284	47879456	+	173	49	19	0
Interval_9636	B07	48359974	48360159	+	186	45	4	0
Interval_9637	B07	48748056	48748282	+	227	34	2	0
Interval_9638	B07	49128896	49129053	+	158	38	10	0
Interval_9639	B07	49266449	49266574	+	126	15	4	0
Interval_9640	B07	49449189	49449316	+	128	27	15	0
Interval_9641	B07	49531077	49531180	+	104	19	13	0
Interval_9642	B07	49547019	49547175	+	157	27	0	0
Interval_9643	B07	49574088	49574273	+	186	43	0	0
Interval_9644	B07	49653735	49653896	+	162	44	0	0
Interval_9645	B07	49826724	49826929	+	206	52	0	0
Interval_9646	B07	50216214	50216392	+	179	31	0	0
Interval_9647	B07	50603181	50603372	+	192	47	0	0
Interval_9648	B07	50678890	50678987	+	98	11	0	0
Interval_9649	B07	50711033	50711164	+	132	21	0	0
Interval_9650	B07	50988778	50988880	+	103	13	0	0
Interval_9651	B07	51122674	51122858	+	185	40	0	0
Interval_9652	B07	51122901	51123031	+	131	18	0	0
Interval_9653	B07	51225474	51225659	+	186	35	0	0
Interval_9654	B07	51237144	51237241	+	98	11	0	0
Interval_9655	B07	51252455	51252654	+	200	19	1	0
Interval_9656	B07	51377676	51377881	+	206	54	3	0
Interval_9657	B07	51474147	51474348	+	202	38	0	0
Interval_9658	B07	51504316	51504484	+	169	35	0	0
Interval_9659	B07	51516795	51516901	+	107	25	0	0
Interval_9660	B07	51560033	51560169	+	137	24	0	0
Interval_9661	B07	51589220	51589380	+	161	26	0	0
Interval_9662	B07	51761286	51761431	+	146	41	0	0
Interval_9663	B07	51775116	51775234	+	119	27	0	0
Interval_9664	B07	51779004	51779168	+	165	63	0	0
Interval_9665	B07	52871153	52871321	+	169	27	16	0
Interval_9666	B07	52927788	52927893	+	106	13	7	0
Interval_9667	B07	52971113	52971329	+	217	37	22	0
Interval_9668	B07	53005304	53005401	+	98	10	0	0
Interval_9669	B07	53063500	53063666	+	167	35	21	0
Interval_9670	B07	53180025	53180150	+	126	40	16	0
Interval_9671	B07	53216274	53216417	+	144	42	10	0
Interval_9672	B07	53303277	53303512	+	236	34	22	0
Interval_9673	B07	53877813	53877916	+	104	14	8	0
Interval_9674	B07	54476812	54476914	+	103	18	18	0
Interval_9675	B07	54756594	54756748	+	155	23	0	0
Interval_9676	B07	55046441	55046603	+	163	32	0	0
Interval_9677	B07	55279310	55279470	+	161	18	0	0
Interval_9678	B07	55891177	55891501	+	325	67	0	0
Interval_9679	B07	56099932	56100127	+	196	35	3	0
Interval_9680	B07	56134982	56135101	+	120	14	0	0
Interval_9681	B07	56520152	56520249	+	98	26	0	0
Interval_9682	B07	56699039	56699184	+	146	32	0	0
Interval_9683	B07	56754094	56754192	+	99	16	0	0
Interval_9684	B07	57091225	57091352	+	128	27	0	0
Interval_9685	B07	57789962	57790062	+	101	25	4	0
Interval_9686	B07	57814121	57814312	+	192	67	0	0
Interval_9687	B07	58222968	58223134	+	167	53	0	0
Interval_9688	B07	59846908	59847009	+	102	17	0	0
Interval_9689	B07	60279174	60279327	+	154	14	0	0
Interval_9690	B07	60446345	60446499	+	155	20	0	0
Interval_9691	B07	60563471	60563634	+	164	21	0	0
Interval_9692	B07	60901118	60901252	+	135	24	0	0
Interval_9693	B07	61277049	61277167	+	119	17	9	0
Interval_9694	B07	61642269	61642393	+	125	44	0	0
Interval_9695	B07	61645399	61645539	+	141	26	0	0
Interval_9696	B07	61969820	61969991	+	172	26	8	0
Interval_9697	B07	61977226	61977326	+	101	14	9	0
Interval_9698	B07	61997668	61997768	+	101	14	3	0
Interval_9699	B07	62549934	62550093	+	160	18	0	0
Interval_9700	B07	62845132	62845350	+	219	31	4	0
Interval_9701	B07	64097807	64097919	+	113	17	0	0
Interval_9702	B07	65872363	65872514	+	152	45	0	0
Interval_9703	B07	67737554	67737755	+	202	38	6	0
Interval_9704	B07	67934961	67935125	+	165	23	5	0
Interval_9705	B07	67983379	67983527	+	149	17	9	0
Interval_9706	B07	68150510	68150738	+	229	26	12	0
Interval_9707	B07	69214719	69214816	+	98	12	3	0
Interval_9708	B07	69380025	69380146	+	122	16	0	0
Interval_9709	B07	69638746	69638879	+	134	21	0	0
Interval_9710	B07	69755563	69755724	+	162	66	7	0
Interval_9711	B07	69879519	69879671	+	153	42	16	0
Interval_9712	B07	70389657	70389779	+	123	13	0	0
Interval_9713	B07	70546138	70546265	+	128	23	0	0
Interval_9714	B07	70607292	70607527	+	236	83	0	0
Interval_9715	B07	71075934	71076086	+	153	21	0	0
Interval_9716	B07	71284079	71284231	+	153	34	0	0
Interval_9717	B07	72856554	72856671	+	118	23	0	0
Interval_9718	B07	73362174	73362367	+	194	34	0	0
Interval_9719	B07	73679232	73679396	+	165	37	0	0
Interval_9720	B07	73823395	73823492	+	98	8	0	0
Interval_9721	B07	73912195	73912455	+	261	126	0	0
Interval_9722	B07	74325977	74326083	+	107	19	0	0
Interval_9723	B07	74613238	74613360	+	123	29	0	0
Interval_9724	B07	74624948	74625080	+	133	26	0	0
Interval_9725	B07	74643552	74643676	+	125	30	0	0
Interval_9726	B07	74655351	74655487	+	137	44	0	0
Interval_9727	B07	74882363	74882477	+	115	15	0	0
Interval_9728	B07	74888788	74888958	+	171	31	0	0
Interval_9729	B07	75725250	75725378	+	129	26	0	0
Interval_9730	B07	75745350	75745551	+	202	44	0	0
Interval_9731	B07	75824606	75824878	+	273	93	6	0
Interval_9732	B07	76398193	76398300	+	108	16	0	0
Interval_9733	B07	76569955	76570058	+	104	20	0	0
Interval_9734	B07	76574694	76574798	+	105	16	0	0
Interval_9735	B07	76674490	76674683	+	194	49	9	0
Interval_9736	B07	77650015	77650166	+	152	26	26	0
Interval_9737	B07	77674911	77675073	+	163	27	24	0
Interval_9738	B07	77892511	77892631	+	121	10	6	0
Interval_9739	B07	78149404	78149525	+	122	21	11	0
Interval_9740	B07	78861102	78861215	+	114	29	3	0
Interval_9741	B07	79127460	79127586	+	127	28	0	0
Interval_9742	B07	79134263	79134399	+	137	39	0	0
Interval_9743	B07	79622703	79622833	+	131	24	0	0
Interval_9744	B07	79638303	79638561	+	259	22	4	0
Interval_9745	B07	79639304	79639451	+	148	33	3	0
Interval_9746	B07	79909874	79910011	+	138	31	0	0
Interval_9747	B07	80239850	80240053	+	204	55	0	0
Interval_9748	B07	80607968	80608087	+	120	31	0	0
Interval_9749	B07	81038941	81039050	+	110	29	0	0
Interval_9750	B07	81059211	81059356	+	146	23	6	0
Interval_9751	B07	81067123	81067239	+	117	13	10	0
Interval_9752	B07	81842894	81842998	+	105	21	0	0
Interval_9753	B07	82013437	82013566	+	130	28	9	16
Interval_9754	B07	82096869	82097033	+	165	44	0	2
Interval_9755	B07	82109260	82109400	+	141	24	1	0
Interval_9756	B07	82197601	82197698	+	98	12	0	0
Interval_9757	B07	82338096	82338251	+	156	26	8	9
Interval_9758	B07	82350313	82350410	+	98	23	2	0
Interval_9759	B07	82804065	82804163	+	99	15	0	0
Interval_9760	B07	82806331	82806485	+	155	33	0	0
Interval_9761	B07	82954907	82955076	+	170	22	0	0
Interval_9762	B07	83021146	83021316	+	171	51	0	0
Interval_9763	B07	83025668	83025800	+	133	40	0	0
Interval_9764	B07	83100458	83100679	+	222	38	0	0
Interval_9765	B07	83160949	83161081	+	133	29	0	0
Interval_9766	B07	83263431	83263561	+	131	9	0	0
Interval_9767	B07	83406549	83406676	+	128	27	0	0
Interval_9768	B07	83434689	83434789	+	101	25	0	0
Interval_9769	B07	83467256	83467374	+	119	23	0	0
Interval_9770	B07	83687698	83687882	+	185	32	7	0
Interval_9771	B07	83699038	83699196	+	159	38	0	0
Interval_9772	B07	83778734	83778881	+	148	20	0	0
Interval_9773	B07	83789184	83789329	+	146	43	0	0
Interval_9774	B07	83822283	83822384	+	102	21	5	2
Interval_9775	B07	84643603	84643783	+	181	27	0	0
Interval_9776	B07	84644586	84644744	+	159	25	0	0
Interval_9777	B07	85286492	85286618	+	127	33	23	0
Interval_9778	B07	85293950	85294047	+	98	22	19	0
Interval_9779	B07	85540622	85540828	+	207	72	43	6
Interval_9780	B07	85553210	85553360	+	151	38	0	2
Interval_9781	B07	85618150	85618247	+	98	20	0	0
Interval_9782	B07	85621997	85622104	+	108	39	0	0
Interval_9783	B07	85624579	85624723	+	145	36	13	0
Interval_9784	B07	85988117	85988240	+	124	25	0	0
Interval_9785	B07	86095887	86096011	+	125	34	3	7
Interval_9786	B07	86217086	86217240	+	155	43	2	2
Interval_9787	B07	86218693	86219039	+	347	116	0	0
Interval_9788	B07	86270115	86270214	+	100	27	0	0
Interval_9789	B07	86275508	86275691	+	184	31	0	0
Interval_9790	B07	86303749	86303858	+	110	21	0	0
Interval_9791	B07	86303929	86304128	+	200	53	0	0
Interval_9792	B07	86386804	86386981	+	178	58	3	4
Interval_9793	B07	86388875	86389051	+	177	37	7	0
Interval_9794	B07	86971365	86971567	+	203	34	4	0
Interval_9795	B07	87005998	87006250	+	253	48	0	0
Interval_9796	B07	87032890	87032998	+	109	21	0	0
Interval_9797	B07	87140466	87140581	+	116	24	17	0
Interval_9798	B07	87163177	87163318	+	142	38	3	0
Interval_9799	B07	87377383	87377480	+	98	19	0	0
Interval_9800	B07	87466901	87467053	+	153	28	4	0
Interval_9801	B07	87560950	87561068	+	119	34	0	2
Interval_9802	B07	87677122	87677219	+	98	14	14	0
Interval_9803	B07	87678742	87678896	+	155	35	2	4
Interval_9804	B07	87818582	87818755	+	174	42	9	6
Interval_9805	B07	88417409	88417529	+	121	23	0	0
Interval_9806	B07	88456711	88456859	+	149	23	18	0
Interval_9807	B07	88457090	88457202	+	113	16	5	0
Interval_9808	B07	88495537	88495668	+	132	38	11	0
Interval_9809	B07	88740074	88740231	+	158	34	0	0
Interval_9810	B07	88774868	88774980	+	113	20	0	0
Interval_9811	B07	89471163	89471336	+	174	35	27	0
Interval_9812	B07	89516016	89516208	+	193	26	0	0
Interval_9813	B07	89761815	89761956	+	142	23	2	1
Interval_9814	B07	89762922	89763019	+	98	13	0	0
Interval_9815	B07	89801015	89801112	+	98	15	0	0
Interval_9816	B07	89802665	89802774	+	110	13	0	0
Interval_9817	B07	90078421	90078542	+	122	26	0	0
Interval_9818	B07	91752896	91753040	+	145	51	0	0
Interval_9819	B07	91871115	91871274	+	160	21	0	0
Interval_9820	B07	92341298	92341395	+	98	11	4	2
Interval_9821	B07	92674756	92674875	+	120	8	1	4
Interval_9822	B07	92695099	92695275	+	177	36	8	8
Interval_9823	B07	92808060	92808188	+	129	15	0	4
Interval_9824	B07	92841196	92841296	+	101	17	0	0
Interval_9825	B07	94678075	94678196	+	122	9	0	0
Interval_9826	B07	94847663	94847865	+	203	36	10	7
Interval_9827	B07	95012984	95013104	+	121	21	12	0
Interval_9828	B07	95247511	95247608	+	98	23	0	0
Interval_9829	B07	95434381	95434509	+	129	26	6	0
Interval_9830	B07	95437003	95437163	+	161	42	0	0
Interval_9831	B07	95656918	95657048	+	131	10	0	0
Interval_9832	B07	95729920	95730027	+	108	23	15	0
Interval_9833	B07	96014117	96014218	+	102	15	6	4
Interval_9834	B07	96252629	96252826	+	198	41	2	2
Interval_9835	B07	96510958	96511223	+	266	36	6	0
Interval_9836	B07	96521907	96522036	+	130	17	0	0
Interval_9837	B07	96794065	96794196	+	132	35	12	4
Interval_9838	B07	96896215	96896381	+	167	51	37	0
Interval_9839	B07	97272372	97272493	+	122	25	0	0
Interval_9840	B07	97698935	97699049	+	115	21	0	2
Interval_9841	B07	97700955	97701160	+	206	41	0	2
Interval_9842	B07	98248439	98248556	+	118	19	6	0
Interval_9843	B07	98660764	98660880	+	117	14	13	0
Interval_9844	B07	98796856	98796985	+	130	14	6	0
Interval_9845	B07	98801363	98801460	+	98	11	6	0
Interval_9846	B07	98833108	98833242	+	135	15	10	0
Interval_9847	B07	99156781	99156895	+	115	30	12	0
Interval_9848	B07	99169394	99169516	+	123	24	8	0
Interval_9849	B07	99269935	99270045	+	111	28	9	0
Interval_9850	B07	99504238	99504357	+	120	34	0	0
Interval_9851	B07	99636681	99636793	+	113	19	13	0
Interval_9852	B07	99719195	99719364	+	170	19	0	0
Interval_9853	B07	99725908	99726027	+	120	34	1	0
Interval_9854	B07	99762430	99762541	+	112	15	8	0
Interval_9855	B07	99859527	99859684	+	158	30	0	0
Interval_9856	B07	100205143	100205256	+	114	25	0	0
Interval_9857	B07	100209260	100209360	+	101	25	0	0
Interval_9858	B07	100799375	100799472	+	98	10	1	0
Interval_9859	B07	100917746	100917906	+	161	35	0	0
Interval_9860	B07	101175960	101176062	+	103	23	0	0
Interval_9861	B07	101257252	101257428	+	177	21	3	0
Interval_9862	B07	101293809	101293906	+	98	24	0	0
Interval_9863	B07	101574912	101575023	+	112	27	12	5
Interval_9864	B07	102309469	102309601	+	133	30	8	11
Interval_9865	B07	102410379	102410501	+	123	38	0	0
Interval_9866	B07	102418046	102418186	+	141	19	0	0
Interval_9867	B07	102419594	102419719	+	126	27	0	0
Interval_9868	B07	102525734	102525950	+	217	33	0	0
Interval_9869	B07	102574353	102574478	+	126	40	0	0
Interval_9870	B07	102655532	102655661	+	130	27	16	0
Interval_9871	B07	102841106	102841215	+	110	32	0	23
Interval_9872	B07	102846584	102846681	+	98	14	7	3
Interval_9873	B07	102933140	102933263	+	124	11	1	4
Interval_9874	B07	103866021	103866173	+	153	24	4	0
Interval_9875	B07	103866386	103866506	+	121	18	5	1
Interval_9876	B07	104122198	104122327	+	130	30	0	0
Interval_9877	B07	104734877	104734974	+	98	14	0	0
Interval_9878	B07	104762812	104762976	+	165	31	0	0
Interval_9879	B07	104859988	104860254	+	267	64	0	0
Interval_9880	B07	105083391	105083606	+	216	31	0	0
Interval_9881	B07	105145217	105145338	+	122	13	0	0
Interval_9882	B07	105367508	105367612	+	105	22	0	0
Interval_9883	B07	105378379	105378604	+	226	36	0	0
Interval_9884	B07	105464506	105464627	+	122	19	0	0
Interval_9885	B07	105536479	105536684	+	206	41	0	0
Interval_9886	B07	105589586	105589751	+	166	21	0	0
Interval_9887	B07	105592705	105592875	+	171	28	0	0
Interval_9888	B07	105802159	105802295	+	137	23	0	0
Interval_9889	B07	106609126	106609285	+	160	22	0	0
Interval_9890	B07	106811926	106812023	+	98	30	0	0
Interval_9891	B07	107163373	107163502	+	130	27	17	0
Interval_9892	B07	107564995	107565144	+	150	15	5	0
Interval_9893	B07	107571583	107571694	+	112	21	10	0
Interval_9894	B07	107638332	107638483	+	152	48	32	0
Interval_9895	B07	107951616	107951765	+	150	23	8	0
Interval_9896	B07	108108931	108109065	+	135	20	3	4
Interval_9897	B07	108206114	108206213	+	100	19	0	0
Interval_9898	B07	108533823	108533920	+	98	19	0	0
Interval_9899	B07	108534283	108534405	+	123	24	0	0
Interval_9900	B07	108632152	108632280	+	129	36	2	3
Interval_9901	B07	108949649	108949750	+	102	13	0	0
Interval_9902	B07	109291297	109291483	+	187	43	24	0
Interval_9903	B07	109471246	109471418	+	173	47	20	0
Interval_9904	B07	109775232	109775530	+	299	61	21	8
Interval_9905	B07	109920824	109920957	+	134	31	14	0
Interval_9906	B07	110163652	110163786	+	135	29	2	1
Interval_9907	B07	110200473	110200619	+	147	24	4	0
Interval_9908	B07	110648727	110648900	+	174	57	0	0
Interval_9909	B07	110757847	110758013	+	167	40	0	0
Interval_9910	B07	110938202	110938299	+	98	13	0	0
Interval_9911	B07	111234247	111234351	+	105	20	0	0
Interval_9912	B07	111283197	111283297	+	101	14	0	0
Interval_9913	B07	111449300	111449397	+	98	13	3	0
Interval_9914	B07	111482336	111482487	+	152	27	21	0
Interval_9915	B07	111766887	111767016	+	130	38	14	1
Interval_9916	B07	111768096	111768270	+	175	29	6	0
Interval_9917	B07	111793626	111793735	+	110	15	4	0
Interval_9918	B07	111871849	111872094	+	246	69	0	0
Interval_9919	B07	112045778	112045907	+	130	17	0	0
Interval_9920	B07	112046260	112046485	+	226	53	0	0
Interval_9921	B07	112542691	112542789	+	99	20	0	0
Interval_9922	B07	112564456	112564641	+	186	40	2	0
Interval_9923	B07	112576194	112576291	+	98	21	0	0
Interval_9924	B07	112645436	112645616	+	181	19	0	0
Interval_9925	B07	112975065	112975259	+	195	26	0	0
Interval_9926	B07	113190804	113190953	+	150	17	0	0
Interval_9927	B07	113228651	113228836	+	186	64	14	0
Interval_9928	B07	113670837	113670977	+	141	28	0	0
Interval_9929	B07	113756661	113756807	+	147	35	0	0
Interval_9930	B07	113869990	113870091	+	102	14	0	0
Interval_9931	B07	113875004	113875183	+	180	45	0	0
Interval_9932	B07	113889597	113889780	+	184	81	0	0
Interval_9933	B07	113901374	113901642	+	269	62	0	0
Interval_9934	B07	114904037	114904134	+	98	21	10	0
Interval_9935	B07	115282144	115282324	+	181	67	0	0
Interval_9936	B07	115400260	115400464	+	205	96	1	0
Interval_9937	B07	115648023	115648175	+	153	30	0	0
Interval_9938	B07	116041616	116041731	+	116	31	4	11
Interval_9939	B07	116071048	116071235	+	188	41	5	8
Interval_9940	B07	116071389	116071611	+	223	48	12	7
Interval_9941	B07	116074880	116075023	+	144	45	14	13
Interval_9942	B07	116075066	116075198	+	133	40	17	3
Interval_9943	B07	116123274	116123698	+	425	45	30	2
Interval_9944	B07	116171805	116171902	+	98	10	0	0
Interval_9945	B07	116232895	116233046	+	152	29	0	0
Interval_9946	B07	116259358	116259546	+	189	34	0	0
Interval_9947	B07	116419660	116419875	+	216	32	22	6
Interval_9948	B07	116461889	116461992	+	104	24	0	0
Interval_9949	B07	116542449	116542619	+	171	31	0	0
Interval_9950	B07	117644353	117644458	+	106	18	0	0
Interval_9951	B07	119006764	119006917	+	154	30	9	6
Interval_9952	B07	119305651	119305753	+	103	18	11	0
Interval_9953	B07	119308249	119308553	+	305	44	0	0
Interval_9954	B07	119336718	119336820	+	103	14	0	0
Interval_9955	B07	119441832	119441963	+	132	19	0	0
Interval_9956	B07	119449014	119449120	+	107	28	6	0
Interval_9957	B07	119517880	119518035	+	156	49	5	0
Interval_9958	B07	119530146	119530246	+	101	28	9	0
Interval_9959	B07	119716061	119716176	+	116	11	0	0
Interval_9960	B07	119727114	119727211	+	98	15	0	0
Interval_9961	B07	119754088	119754210	+	123	10	6	0
Interval_9962	B07	120712907	120713027	+	121	19	0	0
Interval_9963	B07	120920836	120920995	+	160	40	18	0
Interval_9964	B07	120924135	120924253	+	119	38	0	0
